@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,pos
Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,neg
"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",neg
RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.,neg
Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!,neg
RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ...,pos
iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,neg
Not greatly impressed with #Google and #Samsung presentation skills.,neg
hey @apple I hate my computer i need a #mack wanna send me a free one.,pos
Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,pos
RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia,neg
"Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google",pos
@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,neg
Too bad #google didn't have a tribute graphic for #DennisRitchie.,neg
"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",neg
"Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google",pos
#Twitter'sMalfunctioningAgain,neg
"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",pos
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc,neg
"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.",neg
So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!,pos
#twitter addict :),pos
Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF,neg
Can't wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK,pos
#ThingsWeAllHate that person that acts like they know every fucking thing bitch you not #Google,pos
So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT,neg
"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",neg
"Just apply for a job at @Apple, hope they call me lol",pos
Ready for some Ice Cream Sandwich! #google #android,pos
"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",pos
Camera app now has Panorama capabilities! #Google #Android #ICS,pos
Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft,pos
facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google,neg
ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS,pos
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,neg
#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you...,neg
RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,neg
@adiman_ #google #fail,neg
My @Apple @macbook keyboard will not type :(,neg
#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(,neg
"I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android",pos
All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!,neg
Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,pos
OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google,pos
"@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it.",neg
We need dates! #google #samsung #launchfail,neg
I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.,neg
#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt,neg
#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,pos
New Galaxy Nexus: App Improvements -  Inbuilt Panoramic Pictures #nexus #samsung #google #android bit.ly/nEJbyE,pos
9% now on my second full charge of the day. Pissed @Apple,neg
"@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft",pos
"With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu",neg
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1,neg
for some reason #twitter isnt allowing me to see my tweets that got retweeted.,neg
"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",pos
Well... @Paging_Dr_A has gotten back on #twitter.. there goes my TL lol,neg
"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts
&gt;(",neg
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever,neg
@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.,neg
This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft,pos
#iCloud set up was flawless and works like a champ! To the Cloud @Apple,pos
#twitter why must you be so difficult?,neg
So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,neg
@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...,neg
Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6,pos
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,neg
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ,pos
#Twitter y #Facebook OFF,neg
"#Samsung, #Google Unveil Phone http://t.co/hOB37hbO",neg
"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",pos
One would think the voice recognition on the @apple tech support line would work a little better.,neg
I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple,neg
#twitter still not showin my mothafuckin #retweets . .,neg
"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6
@Apple present... http://t.co/DBbWSDpx",pos
@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache,neg
"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",neg
Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,pos
@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!,neg
@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,neg
Data Usage feature looks amazing and useful! #Google #GalaxyNexus,pos
@RickySinghPT got a new backside for my eye phone! V impressed with @apple,pos
@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp,neg
RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,neg
#Microsoft #Windows Media Centre GUI #Fail #MajorFail,neg
.@apple thanks for fixing this... http://t.co/wTj1ogDO,pos
Finally got the @apple IPhone thanks to @sprint getting with the times,pos
Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,neg
#Retweets section of my #twitter account has not been working for 17 hours! Is Everyone else having this problem? #RT #RTs,neg
New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS,pos
#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P,neg
"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…",neg
Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.,pos
#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig,neg
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,neg
@Tita_Ramos #Google it =),pos
"Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google",pos
"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",neg
